state_name,district_name,mandal_name,village_name,crop_name,disease_name,affected_area_acres,total_crop_area_acres,disease_incidence_percent,severity_level,affected_farmers,season
Andhra Pradesh,Krishna,Machilipatnam,Ramapuram,Banana,Sigatoka,892.89,1442.0,61.92,Severe,705,Summer
Andhra Pradesh,Kurnool,Panyam,Kothapalli,Chilli,Leaf Curl Virus,375.65,1560.0,24.08,Medium,662,Kharif
Andhra Pradesh,Guntur,Tadikonda,Chinakakani,Mango,Anthracnose,330.24,677.0,48.78,High,745,Summer
Andhra Pradesh,Prakasam,Ongole,Pedapadu,Tomato,Late Blight,250.14,2716.0,9.21,Low,511,Summer
Andhra Pradesh,Annamayya,Pileru,Chinakakani,Groundnut,Tikka Leaf Spot,401.21,2792.0,14.37,Medium,267,Summer
Andhra Pradesh,Annamayya,Pileru,Chinakakani,Tomato,Early Blight,116.25,1166.0,9.97,Low,694,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Ramapuram,Groundnut,Tikka Leaf Spot,347.28,856.0,40.57,High,420,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Ramapuram,Mango,Anthracnose,808.39,1997.0,40.48,High,675,Summer
Andhra Pradesh,NTR,Gannavaram,Annavaram,Sugarcane,Red Rot,699.72,1053.0,66.45,Severe,479,Summer
Andhra Pradesh,NTR,Gannavaram,Venkannapalem,Cotton,Pink Bollworm,313.62,2556.0,12.27,Medium,421,Kharif
Andhra Pradesh,Prakasam,Ongole,Ramapuram,Mango,Anthracnose,53.7,1121.0,4.79,Low,882,Summer
Andhra Pradesh,Guntur,Mangalagiri,Kothapalli,Mango,Anthracnose,1086.25,2122.0,51.19,Severe,667,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Venkannapalem,Turmeric,Rhizome Rot,218.17,455.0,47.95,High,91,Rabi
Andhra Pradesh,Annamayya,Madanapalle,Annavaram,Paddy (Rice),Blast,42.73,1158.0,3.69,Low,64,Summer
Andhra Pradesh,Krishna,Machilipatnam,Konidela,Sugarcane,Smut,868.03,1593.0,54.49,Severe,802,Summer
Andhra Pradesh,West Godavari,Palacole,Kothapalli,Cotton,Leaf Curl Virus,473.72,1003.0,47.23,High,453,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Kothapalli,Chilli,Leaf Curl Virus,1265.83,1913.0,66.17,Severe,149,Rabi
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_1,YSR Kadapa_Village_7,Mango,Anthracnose,254.69,412.43,61.75,Low,466,Kharif
Andhra Pradesh,Krishna,Pedana,Lingapuram,Cotton,Leaf Curl Virus,806.08,1982.0,40.67,High,952,Summer
Andhra Pradesh,Annamayya,Pileru,Mallavaram,Jowar (Sorghum),Grain Mold,80.89,368.0,21.98,Medium,871,Summer
Andhra Pradesh,Krishna,Gudivada,Pedapadu,Tomato,Early Blight,1035.2,1587.0,65.23,Severe,481,Rabi
Andhra Pradesh,Guntur,Amaravathi,Chinakakani,Banana,Sigatoka,675.08,2081.0,32.44,High,133,Summer
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_6,Anakapalli_Village_9,Mango,Anthracnose,323.79,1029.74,31.44,Medium,151,Rabi
Andhra Pradesh,West Godavari,Narasapuram,Konidela,Tomato,Leaf Curl Virus,653.96,2082.0,31.41,High,903,Summer
Andhra Pradesh,NTR,Kanchikacherla,Pedapadu,Groundnut,Tikka Leaf Spot,327.17,2562.0,12.77,Medium,698,Rabi
Andhra Pradesh,NTR,Gannavaram,Pedapadu,Onion,Purple Blotch,725.16,1381.0,52.51,Severe,543,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Annavaram,Maize,Turcicum Leaf Blight,837.47,2917.0,28.71,High,707,Rabi
Andhra Pradesh,Kakinada,Kakinada_Mandal_10,Kakinada_Village_12,Tomato,Early Blight,5.48,451.46,1.21,Medium,392,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Valasapalle,Paddy (Rice),Sheath Blight,134.36,1754.0,7.66,Low,694,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Pedapadu,Groundnut,Tikka Leaf Spot,139.87,232.0,60.29,Severe,163,Kharif
Andhra Pradesh,Guntur,Amaravathi,Valasapalle,Tomato,Leaf Curl Virus,436.33,2412.0,18.09,Medium,433,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Pedapadu,Chilli,Leaf Curl Virus,44.69,477.0,9.37,Low,622,Summer
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_10,Ananthapuramu_Village_15,Chilli,Leaf Curl Virus,289.78,839.84,34.5,Low,169,Zaid
Andhra Pradesh,Guntur,Amaravathi,Venkannapalem,Jowar (Sorghum),Grain Mold,1127.39,1988.0,56.71,Severe,478,Rabi
Andhra Pradesh,Annamayya,Pileru,Valasapalle,Jowar (Sorghum),Anthracnose,299.68,607.0,49.37,High,715,Rabi
Andhra Pradesh,NTR,Gannavaram,Ramapuram,Jowar (Sorghum),Anthracnose,612.45,1221.0,50.16,Severe,901,Kharif
Andhra Pradesh,Srikakulam,Srikakulam_Mandal_6,Srikakulam_Village_1,Maize,Turcicum Leaf Blight,68.3,828.88,8.24,Low,245,Kharif
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_5,Ananthapuramu_Village_26,Maize,Stalk Rot,311.58,736.53,42.3,Medium,177,Zaid
Andhra Pradesh,East Godavari,Rajanagaram,Ramapuram,Groundnut,Tikka Leaf Spot,45.48,2691.0,1.69,Low,577,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_9,Kakinada_Village_23,Mango,Anthracnose,457.19,1074.75,42.54,Medium,179,Rabi
Andhra Pradesh,Bapatla,Bapatla_Mandal_4,Bapatla_Village_32,Rice,Brown Spot,53.24,487.94,10.91,Low,416,Kharif
Andhra Pradesh,Guntur,Tadikonda,Lingapuram,Maize,Turcicum Leaf Blight,196.5,343.0,57.29,Severe,431,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Dulla,Banana,Panama Wilt,259.44,1725.0,15.04,Medium,952,Kharif
Andhra Pradesh,Krishna,Pedana,Venkannapalem,Jowar (Sorghum),Grain Mold,552.19,849.0,65.04,Severe,894,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Konidela,Tomato,Early Blight,224.52,1338.0,16.78,Medium,536,Rabi
Andhra Pradesh,Tirupati,Tirupati_Mandal_3,Tirupati_Village_13,Mango,Anthracnose,490.47,1250.31,39.23,High,408,Kharif
Andhra Pradesh,Nandyal,Nandyal_Mandal_2,Nandyal_Village_24,Maize,Fall Armyworm,80.19,119.31,67.21,Low,243,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Annavaram,Paddy (Rice),Blast,509.34,1300.0,39.18,High,531,Summer
Andhra Pradesh,Krishna,Gudivada,Chinakakani,Chilli,Anthracnose,1072.46,2107.0,50.9,Severe,300,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Dulla,Mango,Powdery Mildew,1811.83,2701.0,67.08,Severe,308,Summer
Andhra Pradesh,NTR,Gannavaram,Lingapuram,Sugarcane,Red Rot,1306.32,2878.0,45.39,High,236,Summer
Andhra Pradesh,NTR,Kanchikacherla,Mallavaram,Turmeric,Rhizome Rot,298.81,1101.0,27.14,High,241,Summer
Andhra Pradesh,Prakasam,Ongole,Annavaram,Jowar (Sorghum),Grain Mold,677.95,1284.0,52.8,Severe,305,Kharif
Andhra Pradesh,Krishna,Gudivada,Annavaram,Tomato,Early Blight,306.46,457.0,67.06,Severe,225,Summer
Andhra Pradesh,West Godavari,Narasapuram,Kothapalli,Onion,Purple Blotch,297.86,948.0,31.42,High,621,Summer
Andhra Pradesh,West Godavari,Palacole,Lingapuram,Cotton,Leaf Curl Virus,35.59,1554.0,2.29,Low,240,Summer
Andhra Pradesh,Prakasam,Ongole,Annavaram,Turmeric,Rhizome Rot,250.17,1849.0,13.53,Medium,780,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Chinakakani,Onion,Stemphylium Blight,657.75,2205.0,29.83,High,563,Rabi
Andhra Pradesh,Guntur,Amaravathi,Venkannapalem,Maize,Turcicum Leaf Blight,65.7,386.0,17.02,Medium,359,Rabi
Andhra Pradesh,East Godavari,Kadiam,Dulla,Turmeric,Leaf Spot,53.45,1223.0,4.37,Low,435,Rabi
Andhra Pradesh,West Godavari,Palacole,Chinakakani,Chilli,Anthracnose,785.84,2741.0,28.67,High,801,Summer
Andhra Pradesh,Guntur,Mangalagiri,Dulla,Chilli,Anthracnose,404.57,882.0,45.87,High,625,Rabi
Andhra Pradesh,East Godavari,Kadiam,Dulla,Tomato,Late Blight,212.37,608.0,34.93,High,319,Kharif
Andhra Pradesh,Kurnool,Nandyal,Kothapalli,Chilli,Leaf Curl Virus,222.48,995.0,22.36,Medium,811,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Chinakakani,Mango,Powdery Mildew,1618.31,2476.0,65.36,Severe,551,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Paddy (Rice),Brown Spot,145.75,2513.0,5.8,Low,741,Rabi
Andhra Pradesh,Guntur,Tadikonda,Annavaram,Tomato,Late Blight,58.74,369.0,15.92,Medium,701,Summer
Andhra Pradesh,Guntur,Tadikonda,Kothapalli,Jowar (Sorghum),Grain Mold,215.29,493.0,43.67,High,519,Rabi
Andhra Pradesh,Kakinada,Kakinada_Mandal_6,Kakinada_Village_37,Onion,Purple Blotch,318.06,715.76,44.44,High,162,Kharif
Andhra Pradesh,Guntur,Mangalagiri,Chinakakani,Paddy (Rice),Bacterial Leaf Blight,1099.68,1600.0,68.73,Severe,379,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Dulla,Turmeric,Rhizome Rot,460.51,711.0,64.77,Severe,604,Summer
Andhra Pradesh,Guntur,Amaravathi,Venkannapalem,Paddy (Rice),Brown Spot,1412.06,2286.0,61.77,Severe,537,Summer
Andhra Pradesh,Guntur,Mangalagiri,Valasapalle,Chilli,Leaf Curl Virus,336.91,1976.0,17.05,Medium,528,Kharif
Andhra Pradesh,Kurnool,Nandyal,Kothapalli,Tomato,Early Blight,1772.43,2568.0,69.02,Severe,68,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Ramapuram,Turmeric,Leaf Spot,147.36,380.0,38.78,High,982,Rabi
Andhra Pradesh,Guntur,Tadikonda,Pedapadu,Sugarcane,Smut,129.25,2822.0,4.58,Low,372,Rabi
Andhra Pradesh,Kakinada,Kakinada_Mandal_1,Kakinada_Village_18,Cotton,Leaf Curl,270.0,399.82,67.53,Low,448,Rabi
Andhra Pradesh,West Godavari,Palacole,Pedapadu,Cotton,Pink Bollworm,42.02,161.0,26.1,High,297,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Mango,Powdery Mildew,692.69,1430.0,48.44,High,663,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Ramapuram,Maize,Downy Mildew,670.64,1254.0,53.48,Severe,456,Kharif
Andhra Pradesh,Bapatla,Bapatla_Mandal_6,Bapatla_Village_32,Cotton,Wilt,40.48,182.6,22.17,Low,326,Kharif
Andhra Pradesh,Krishna,Pedana,Venkannapalem,Maize,Downy Mildew,303.75,438.0,69.35,Severe,938,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Venkannapalem,Chilli,Anthracnose,1023.47,1512.0,67.69,Severe,144,Kharif
Andhra Pradesh,Annamayya,Madanapalle,Dulla,Onion,Purple Blotch,690.35,2612.0,26.43,High,626,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Ramapuram,Onion,Stemphylium Blight,93.97,1718.0,5.47,Low,790,Kharif
Andhra Pradesh,Srikakulam,Srikakulam_Mandal_8,Srikakulam_Village_43,Turmeric,Leaf Spot,331.55,1050.78,31.55,Low,146,Kharif
Andhra Pradesh,Kurnool,Panyam,Valasapalle,Maize,Maydis Leaf Blight,445.96,730.0,61.09,Severe,648,Kharif
Andhra Pradesh,Prakasam,Markapur,Mallavaram,Mango,Powdery Mildew,346.39,556.0,62.3,Severe,503,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Mallavaram,Jowar (Sorghum),Grain Mold,1361.69,2306.0,59.05,Severe,193,Rabi
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_10,Sri Potti Sriramulu Nellore_Village_17,Chilli,Die Back,225.89,1053.33,21.45,High,252,Rabi
Andhra Pradesh,NTR,Gannavaram,Dulla,Chilli,Leaf Curl Virus,310.38,1697.0,18.29,Medium,596,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Konidela,Groundnut,Rust,705.01,1525.0,46.23,High,848,Summer
Andhra Pradesh,NTR,Vijayawada Rural,Chinakakani,Banana,Sigatoka,42.3,1434.0,2.95,Low,574,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Chinakakani,Paddy (Rice),Bacterial Leaf Blight,189.96,1191.0,15.95,Medium,217,Summer
Andhra Pradesh,East Godavari,Kadiam,Chinakakani,Paddy (Rice),Brown Spot,777.18,2972.0,26.15,High,843,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Annavaram,Turmeric,Leaf Spot,169.47,762.0,22.24,Medium,824,Summer
Andhra Pradesh,Annamayya,Pileru,Annavaram,Banana,Sigatoka,985.35,2064.0,47.74,High,939,Kharif
Andhra Pradesh,West Godavari,Bhimavaram,Dulla,Mango,Powdery Mildew,197.97,2207.0,8.97,Low,703,Summer
Andhra Pradesh,Kurnool,Nandyal,Ramapuram,Maize,Maydis Leaf Blight,886.71,1998.0,44.38,High,279,Rabi
Andhra Pradesh,Guntur,Amaravathi,Valasapalle,Maize,Downy Mildew,612.97,1072.0,57.18,Severe,962,Kharif
Andhra Pradesh,Annamayya,Pileru,Chinakakani,Mango,Anthracnose,483.14,791.0,61.08,Severe,792,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Annavaram,Turmeric,Leaf Spot,84.59,166.0,50.96,Severe,510,Kharif
Andhra Pradesh,Bapatla,Bapatla_Mandal_2,Bapatla_Village_22,Mango,Anthracnose,110.6,690.49,16.02,Medium,410,Zaid
Andhra Pradesh,Prakasam,Ongole,Chinakakani,Banana,Sigatoka,1352.29,2961.0,45.67,High,651,Rabi
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_2,Sri Potti Sriramulu Nellore_Village_7,Tomato,Late Blight,69.31,507.58,13.65,High,288,Kharif
Andhra Pradesh,East Godavari,Kadiam,Annavaram,Banana,Sigatoka,1120.14,1960.0,57.15,Severe,149,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Annavaram,Sugarcane,Smut,583.08,2712.0,21.5,Medium,521,Rabi
Andhra Pradesh,Prakasam,Ongole,Kothapalli,Sugarcane,Smut,793.76,1374.0,57.77,Severe,989,Summer
Andhra Pradesh,Guntur,Amaravathi,Lingapuram,Onion,Purple Blotch,39.45,417.0,9.46,Low,689,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Pedapadu,Chilli,Leaf Curl Virus,328.66,841.0,39.08,High,392,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Valasapalle,Turmeric,Rhizome Rot,370.94,2560.0,14.49,Medium,574,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Pedapadu,Jowar (Sorghum),Grain Mold,158.86,1769.0,8.98,Low,88,Kharif
Andhra Pradesh,East Godavari,Kadiam,Venkannapalem,Mango,Powdery Mildew,41.67,166.0,25.1,High,15,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Mallavaram,Maize,Turcicum Leaf Blight,1230.34,2788.0,44.13,High,313,Summer
Andhra Pradesh,Tirupati,Tirupati_Mandal_3,Tirupati_Village_1,Maize,Stalk Rot,157.48,1131.43,13.92,High,85,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Venkannapalem,Paddy (Rice),Blast,578.81,1052.0,55.02,Severe,836,Kharif
Andhra Pradesh,Prakasam,Ongole,Annavaram,Onion,Stemphylium Blight,142.82,696.0,20.52,Medium,465,Kharif
Andhra Pradesh,Annamayya,Madanapalle,Lingapuram,Turmeric,Rhizome Rot,768.77,2606.0,29.5,High,482,Rabi
Andhra Pradesh,Bapatla,Bapatla_Mandal_5,Bapatla_Village_49,Rice,Bacterial Blight,360.28,535.28,67.31,Low,215,Kharif
Andhra Pradesh,Kurnool,Nandyal,Kothapalli,Chilli,Leaf Curl Virus,1264.05,1976.0,63.97,Severe,930,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Kothapalli,Mango,Powdery Mildew,28.55,298.0,9.58,Low,370,Kharif
Andhra Pradesh,East Godavari,Kadiam,Kothapalli,Paddy (Rice),Blast,246.64,1748.0,14.11,Medium,614,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Chinakakani,Banana,Panama Wilt,276.83,620.0,44.65,High,755,Rabi
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_7,Vizianagaram_Village_50,Onion,Bulb Rot,43.16,977.41,4.42,Low,332,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Lingapuram,Jowar (Sorghum),Grain Mold,127.7,2694.0,4.74,Low,674,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Valasapalle,Mango,Powdery Mildew,596.18,2582.0,23.09,Medium,340,Rabi
Andhra Pradesh,Eluru,Eluru_Mandal_3,Eluru_Village_38,Chilli,Leaf Curl Virus,257.37,1154.96,22.28,Low,276,Rabi
Andhra Pradesh,Palnadu,Palnadu_Mandal_8,Palnadu_Village_41,Maize,Turcicum Leaf Blight,125.77,829.11,15.17,Medium,164,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Ramapuram,Paddy (Rice),Brown Spot,200.88,2119.0,9.48,Low,826,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Valasapalle,Jowar (Sorghum),Anthracnose,252.94,1634.0,15.48,Medium,44,Rabi
Andhra Pradesh,Bapatla,Bapatla_Mandal_7,Bapatla_Village_20,Maize,Fall Armyworm,74.01,127.19,58.19,Medium,314,Rabi
Andhra Pradesh,Kakinada,Kakinada_Mandal_3,Kakinada_Village_18,Cotton,Boll Rot,319.4,1156.77,27.61,High,322,Rabi
Andhra Pradesh,Kurnool,Nandyal,Konidela,Chilli,Leaf Curl Virus,156.85,2965.0,5.29,Low,682,Kharif
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_8,Ananthapuramu_Village_23,Maize,Stalk Rot,205.1,398.03,51.53,High,71,Kharif
Andhra Pradesh,East Godavari,Kadiam,Kothapalli,Chilli,Anthracnose,488.33,1241.0,39.35,High,604,Rabi
Andhra Pradesh,Guntur,Amaravathi,Chinakakani,Chilli,Anthracnose,468.5,2668.0,17.56,Medium,625,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Konidela,Mango,Anthracnose,313.48,1216.0,25.78,High,203,Rabi
Andhra Pradesh,Kurnool,Banaganapalle,Annavaram,Jowar (Sorghum),Anthracnose,385.77,906.0,42.58,High,479,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Annavaram,Groundnut,Rust,394.37,862.0,45.75,High,852,Summer
Andhra Pradesh,East Godavari,Rajanagaram,Ramapuram,Sugarcane,Red Rot,579.33,839.0,69.05,Severe,279,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Dulla,Banana,Sigatoka,1367.9,2270.0,60.26,Severe,919,Rabi
Andhra Pradesh,Prakasam,Markapur,Ramapuram,Paddy (Rice),Blast,839.28,1889.0,44.43,High,387,Rabi
Andhra Pradesh,Prakasam,Ongole,Kothapalli,Jowar (Sorghum),Grain Mold,230.48,539.0,42.76,High,681,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Venkannapalem,Cotton,Leaf Curl Virus,411.52,1035.0,39.76,High,305,Summer
Andhra Pradesh,Krishna,Gudivada,Ramapuram,Chilli,Anthracnose,8.88,343.0,2.59,Low,684,Rabi
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_4,Ananthapuramu_Village_21,Onion,Bulb Rot,21.47,972.14,2.21,Medium,149,Rabi
Andhra Pradesh,Prakasam,Markapur,Kothapalli,Cotton,Pink Bollworm,15.95,110.0,14.5,Medium,320,Rabi
Andhra Pradesh,West Godavari,Palacole,Kothapalli,Maize,Downy Mildew,464.45,2008.0,23.13,Medium,847,Rabi
Andhra Pradesh,Prakasam,Ongole,Konidela,Turmeric,Rhizome Rot,66.3,114.0,58.16,Severe,52,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Dulla,Maize,Downy Mildew,1638.21,2690.0,60.9,Severe,622,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Konidela,Jowar (Sorghum),Grain Mold,318.59,629.0,50.65,Severe,280,Summer
Andhra Pradesh,West Godavari,Palacole,Mallavaram,Groundnut,Rust,1136.9,2211.0,51.42,Severe,125,Rabi
Andhra Pradesh,Prakasam,Markapur,Konidela,Sugarcane,Smut,73.71,2261.0,3.26,Low,312,Summer
Andhra Pradesh,East Godavari,Rajanagaram,Ramapuram,Groundnut,Tikka Leaf Spot,1138.39,2053.0,55.45,Severe,483,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Venkannapalem,Tomato,Leaf Curl Virus,856.02,1320.0,64.85,Severe,877,Rabi
Andhra Pradesh,Nandyal,Nandyal_Mandal_2,Nandyal_Village_25,Mango,Sooty Mold,88.95,687.8,12.93,High,57,Kharif
Andhra Pradesh,West Godavari,Narasapuram,Valasapalle,Jowar (Sorghum),Grain Mold,1648.98,2990.0,55.15,Severe,230,Rabi
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_4,Anakapalli_Village_2,Groundnut,Tikka Disease,253.54,738.55,34.33,High,102,Zaid
Andhra Pradesh,East Godavari,Rajanagaram,Venkannapalem,Jowar (Sorghum),Anthracnose,242.32,661.0,36.66,High,971,Rabi
Andhra Pradesh,Annamayya,Madanapalle,Ramapuram,Groundnut,Tikka Leaf Spot,177.59,1285.0,13.82,Medium,791,Rabi
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_6,Parvathipuram Manyam_Village_27,Rice,Blast,476.3,636.51,74.83,Low,317,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Kothapalli,Paddy (Rice),Blast,677.3,1521.0,44.53,High,211,Rabi
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_7,Dr. B.R. Ambedkar Konaseema_Village_27,Groundnut,Collar Rot,295.63,732.15,40.38,High,128,Rabi
Andhra Pradesh,Guntur,Tadikonda,Mallavaram,Cotton,Pink Bollworm,57.56,342.0,16.83,Medium,296,Kharif
Andhra Pradesh,Tirupati,Tirupati_Mandal_4,Tirupati_Village_37,Tomato,Late Blight,374.07,700.12,53.43,High,200,Rabi
Andhra Pradesh,NTR,Gannavaram,Ramapuram,Paddy (Rice),Sheath Blight,195.74,2364.0,8.28,Low,765,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Chinakakani,Banana,Sigatoka,369.55,826.0,44.74,High,762,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Konidela,Chilli,Anthracnose,161.16,948.0,17.0,Medium,638,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Valasapalle,Chilli,Anthracnose,378.98,2630.0,14.41,Medium,92,Rabi
Andhra Pradesh,Eluru,Eluru_Mandal_4,Eluru_Village_3,Turmeric,Rhizome Rot,150.15,167.1,89.86,Medium,283,Rabi
Andhra Pradesh,East Godavari,Kadiam,Dulla,Sugarcane,Smut,674.08,2866.0,23.52,Medium,760,Kharif
Andhra Pradesh,Annamayya,Madanapalle,Konidela,Turmeric,Rhizome Rot,1103.64,2446.0,45.12,High,871,Rabi
Andhra Pradesh,East Godavari,Kadiam,Dulla,Banana,Panama Wilt,366.84,539.0,68.06,Severe,391,Summer
Andhra Pradesh,Guntur,Amaravathi,Pedapadu,Paddy (Rice),Blast,1556.74,2535.0,61.41,Severe,952,Summer
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_8,Ananthapuramu_Village_19,Maize,Fall Armyworm,140.63,188.68,74.53,Medium,334,Zaid
Andhra Pradesh,Annamayya,Rayachoti,Annavaram,Jowar (Sorghum),Anthracnose,1654.92,2607.0,63.48,Severe,284,Kharif
Andhra Pradesh,West Godavari,Palacole,Mallavaram,Jowar (Sorghum),Grain Mold,79.38,961.0,8.26,Low,758,Kharif
Andhra Pradesh,Guntur,Amaravathi,Konidela,Sugarcane,Red Rot,50.2,269.0,18.66,Medium,142,Kharif
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_4,Vizianagaram_Village_12,Rice,Brown Spot,152.9,1038.02,14.73,Medium,468,Kharif
Andhra Pradesh,Annamayya,Madanapalle,Kothapalli,Mango,Powdery Mildew,80.84,336.0,24.06,Medium,683,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Annavaram,Cotton,Leaf Curl Virus,1560.07,2872.0,54.32,Severe,833,Summer
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_1,Dr. B.R. Ambedkar Konaseema_Village_2,Onion,Stemphylium Blight,351.48,1040.53,33.78,Medium,197,Kharif
Andhra Pradesh,Guntur,Mangalagiri,Chinakakani,Tomato,Late Blight,1189.69,2652.0,44.86,High,105,Kharif
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_9,Dr. B.R. Ambedkar Konaseema_Village_6,Tomato,Late Blight,79.96,685.63,11.66,Medium,459,Zaid
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_4,Ananthapuramu_Village_9,Onion,Bulb Rot,368.43,657.27,56.05,Medium,271,Zaid
Andhra Pradesh,NTR,Gannavaram,Kothapalli,Tomato,Leaf Curl Virus,14.07,433.0,3.25,Low,737,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Banana,Sigatoka,900.16,2774.0,32.45,High,943,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Mallavaram,Jowar (Sorghum),Anthracnose,12.32,1081.0,1.14,Low,624,Summer
Andhra Pradesh,Guntur,Tadikonda,Mallavaram,Turmeric,Leaf Spot,287.49,728.0,39.49,High,478,Summer
Andhra Pradesh,NTR,Gannavaram,Lingapuram,Paddy (Rice),Brown Spot,29.86,2871.0,1.04,Low,715,Summer
Andhra Pradesh,Annamayya,Rayachoti,Dulla,Paddy (Rice),Blast,850.11,2167.0,39.23,High,574,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Venkannapalem,Chilli,Anthracnose,49.96,811.0,6.16,Low,939,Rabi
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_9,YSR Kadapa_Village_44,Maize,Fall Armyworm,86.48,662.22,13.06,High,330,Kharif
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_10,Sri Potti Sriramulu Nellore_Village_1,Onion,Purple Blotch,159.28,1145.96,13.9,Low,492,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Lingapuram,Sugarcane,Red Rot,372.68,616.0,60.5,Severe,804,Summer
Andhra Pradesh,West Godavari,Bhimavaram,Dulla,Jowar (Sorghum),Grain Mold,495.82,1650.0,30.05,High,759,Kharif
Andhra Pradesh,Guntur,Tadikonda,Pedapadu,Banana,Panama Wilt,382.1,975.0,39.19,High,106,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Venkannapalem,Sugarcane,Smut,516.61,1900.0,27.19,High,512,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Valasapalle,Jowar (Sorghum),Grain Mold,224.3,1388.0,16.16,Medium,707,Kharif
Andhra Pradesh,Guntur,Amaravathi,Dulla,Onion,Purple Blotch,1063.18,2081.0,51.09,Severe,171,Kharif
